,name,nation,age,team,year,stage,position,time_in_s,gc,gc_time_in_s,mount_jerseys,point_jerseys,sprint_jerseys,youth_jerseys,followers,total_wins,n_tours,n_stages,avg_year,best_pos_ovr,avg_pos_ovr,worst_pos_ovr,best_time_ovr,avg_time_ovr,worst_time_ovr,best_gc_ovr,avg_gc_ovr,worst_gc_ovr,best_gc_time_ovr,avg_gc_time_ovr,worst_gc_time_ovr,n_top10_ovr,n_win_ovr,best_pos_ovr_l3,avg_pos_ovr_l3,worst_pos_ovr_l3,best_time_ovr_l3,avg_time_ovr_l3,worst_time_ovr_l3,best_gc_ovr_l3,avg_gc_ovr_l3,worst_gc_ovr_l3,best_gc_time_ovr_l3,avg_gc_time_ovr_l3,worst_gc_time_ovr_l3,n_top10_l3,n_win_l3,perc_top10_ovr,perc_win_ovr,2015_div,2015_fc_rank,2015_race_days,2015_team,2015_wins,2015_year_km,2016_div,2016_fc_rank,2016_race_days,2016_team,2016_wins,2016_year_km,2017_div,2017_fc_rank,2017_race_days,2017_team,2017_wins,2017_year_km,2018_div,2018_fc_rank,2018_race_days,2018_team,2018_wins,2018_year_km,date,stage_type_code,dist,finish,temp,rel_humid,wind_dir,wind_speed,clouds_ovrl,visibility,y_label
1954,A.Lutsenko,Kazakhstan,23,Astana Pro Team,2015,6,999,999999.0,999,999999.0,0,2,0,0,2,14,2,13,2016.6153846153845,12,98.69230769230771,999,9793.0,89494.53846153848,999999.0,10,95.92307692307692,999,9793.0,118465.15384615384,999999.0,0.0,0.0,12,19.0,27,11789.0,12686.0,13154.0,20,21.33333333333333,23,63065.0,75295.66666666669,87968.0,0.0,0.0,0.0,0.0,PRT,205.0,59.0,Astana Pro Team,2.0,9598.2,PRT,115.0,73.0,Astana Pro Team,4.0,11591.8,PRT,111.0,82.0,Astana Pro Team,4.0,13100.3,PRT,83.0,67.0,Astana Pro Team,5.0,10728.8,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1955,T.Van Asbroeck,Belgium,25,Team LottoNL-Jumbo,2015,6,107,19185.0,96,96342.0,2,2,0,0,5,6,2,14,2016.0,3,122.85714285714286,999,1898.0,84671.0,999999.0,5,119.57142857142857,999,9793.0,119702.85714285714,999999.0,4.0,0.0,82,387.66666666666674,999,10784.0,343262.0,999999.0,70,380.66666666666674,999,68148.0,385099.33333333326,999999.0,0.0,0.0,0.2857142857142857,0.0,PRT,103.0,80.0,Team LottoNL-Jumbo,0.0,12545.8,PRT,222.0,64.0,Team LottoNL-Jumbo,1.0,10660.4,PRT,249.0,66.0,Cannondale - Drapac Pro Cycling,0.0,10896.7,PRT,375.0,77.0,Team EF Education First - Drapac,0.0,11943.7,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1956,M.Burghardt,Germany,32,BMC Racing Team,2015,6,999,999999.0,999,999999.0,0,2,2,0,1,6,1,6,2015.0,17,221.0,999,9793.0,179526.66666666663,999999.0,4,184.83333333333331,999,9793.0,199779.66666666663,999999.0,0.0,0.0,66,387.0,999,18889.0,347211.33333333326,999999.0,4,361.0,999,54409.0,377187.66666666674,999999.0,0.0,0.0,0.0,0.0,PRT,383.0,67.0,BMC Racing Team,0.0,10867.7,PRT,1037.0,56.0,BMC Racing Team,0.0,9548.5,PRT,756.0,64.0,Bora - Hansgrohe,0.0,10645.7,PRT,602.0,69.0,Bora - Hansgrohe,0.0,10952.2,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1957,R.Kiserlovski,Croatia,29,Tinkoff - Saxo,2015,6,25,16964.0,19,92425.0,2,0,0,4,1,2,1,7,2015.0,15,48.28571428571429,129,1905.0,13475.714285714286,21046.0,15,20.142857142857142,26,9793.0,54826.428571428565,94360.0,0.0,0.0,25,39.66666666666666,68,1905.0,13305.0,21046.0,17,18.33333333333333,19,75461.0,87415.33333333331,94360.0,0.0,0.0,0.0,0.0,PRT,251.0,63.0,Tinkoff - Saxo,0.0,10165.9,PRT,1919.0,59.0,Tinkoff,0.0,9112.2,PRT,1057.0,66.0,Team Katusha - Alpecin,0.0,10956.1,PRT,609.0,38.0,Team Katusha - Alpecin,0.0,5752.0,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1958,S.Erik Bystrøm,Norway,23,Team Katusha,2015,6,84,18541.0,70,95130.0,0,0,0,1,6,8,2,14,2016.5,11,62.64285714285714,102,1964.0,13368.142857142857,22174.0,11,50.85714285714285,97,9793.0,52720.714285714275,97094.0,0.0,0.0,90,96.66666666666669,102,12491.0,13197.666666666664,13834.0,86,88.66666666666669,92,63735.0,76673.66666666669,90060.0,0.0,0.0,0.0,0.0,PRT,388.0,61.0,Team Katusha,0.0,9733.3,PRT,416.0,64.0,Team Katusha,0.0,10277.3,PRT,573.0,61.0,Team Katusha - Alpecin,0.0,9933.3,PRT,762.0,75.0,UAE Team Emirates,0.0,11510.7,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1959,M.Kwiatkowski,Poland,25,Etixx - Quick Step,2015,6,999,999999.0,999,999999.0,0,4,0,3,18,27,3,19,2016.421052631579,1,75.6842105263158,999,1879.0,65881.31578947367,999999.0,1,70.26315789473685,999,9793.0,97542.47368421053,999999.0,7.0,2.0,1,3.333333333333333,6,11761.0,12655.333333333336,13154.0,1,1.0,1,63026.0,75214.33333333331,87834.0,3.0,1.0,0.3684210526315789,0.10526315789473684,PRT,28.0,68.0,Etixx - Quick Step,2.0,11053.8,PRT,85.0,49.0,Team Sky,1.0,7264.1,PRT,16.0,70.0,Team Sky,3.0,11398.9,PRT,15.0,87.0,Team Sky,8.0,13306.9,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1960,L.Manzin,France,21,FDJ,2015,6,999,999999.0,999,999999.0,0,0,0,0,1,1,3,19,2016.0526315789475,6,100.7894736842105,999,1872.0,66705.63157894737,999999.0,7,110.05263157894736,999,9793.0,100028.63157894736,999999.0,3.0,0.0,83,91.33333333333331,106,10784.0,14671.333333333336,19622.0,89,99.0,105,68517.0,86134.33333333331,101747.0,0.0,0.0,0.15789473684210525,0.0,PRT,426.0,59.0,FDJ,1.0,9467.4,PRT,239.0,67.0,FDJ,0.0,10599.7,PRT,285.0,65.0,FDJ,0.0,10153.7,PROF,208.0,60.0,Vital Concept,1.0,10207.9,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1961,K.Boeckmans,Belgium,28,Lotto - Soudal,2015,6,999,999999.0,999,999999.0,0,1,0,0,2,10,1,6,2015.0,4,231.16666666666663,999,9793.0,179631.33333333337,999999.0,6,210.16666666666663,999,9793.0,199975.8333333333,999999.0,2.0,0.0,126,419.66666666666674,999,19417.0,347420.66666666674,999999.0,112,409.33333333333326,999,54943.0,377577.0,999999.0,0.0,0.0,0.3333333333333333,0.0,PRT,72.0,45.0,Lotto - Soudal,8.0,7138.0,PRT,678.0,38.0,Lotto - Soudal,0.0,6430.9,PRT,1704.0,39.0,Lotto - Soudal,0.0,6291.1,PROF,1205.0,33.0,Vital Concept,0.0,5195.6,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1962,S.Turgot,France,31,AG2R La Mondiale,2015,6,112,19185.0,98,96446.0,0,0,0,0,0,1,1,7,2015.0,5,53.57142857142857,126,1963.0,14058.428571428569,22846.0,5,45.42857142857143,99,9793.0,56236.428571428565,98409.0,3.0,0.0,97,111.66666666666669,126,1963.0,14664.666666666664,22846.0,96,97.66666666666669,99,77261.0,90705.33333333331,98409.0,0.0,0.0,0.42857142857142855,0.0,PRT,425.0,65.0,AG2R La Mondiale,0.0,10712.2,PRT,1258.0,40.0,AG2R La Mondiale,0.0,6245.6,NONE,999999,0.0,U.S.Saint-Herblain,0.0,0.0,NONE,999999,0.0,NONE,0.0,0.0,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1963,D.Van Winden,Netherlands,28,Team LottoNL-Jumbo,2015,6,78,18541.0,79,95702.0,0,0,0,1,1,2,2,13,2015.4615384615383,4,96.23076923076924,191,1927.0,14412.307692307693,24240.0,4,87.30769230769229,192,9793.0,54706.307692307695,97671.0,1.0,0.0,62,91.66666666666669,144,1927.0,15238.333333333336,24240.0,89,104.66666666666669,134,63522.0,80324.33333333331,89689.0,0.0,0.0,0.07692307692307693,0.0,CONT,746.0,74.0,Synergy Baku Cycling Project,0.0,11571.8,PRT,1919.0,57.0,Team LottoNL-Jumbo,0.0,8576.2,PROF,846.0,68.0,Israel Cycling Academy,0.0,10251.0,PROF,538.0,73.0,Israel Cycling Academy,0.0,11416.1,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1964,C.Ewan,Australia,21,Orica - GreenEDGE,2015,6,99,19185.0,97,96440.0,0,5,0,1,9,17,3,19,2016.0,1,121.05263157894736,999,2064.0,66581.68421052633,999999.0,2,105.84210526315788,999,9787.0,101250.68421052633,999999.0,6.0,1.0,83,116.0,138,11860.0,15158.0,20019.0,95,112.66666666666669,124,69347.0,87224.66666666669,102961.0,0.0,0.0,0.3157894736842105,0.05263157894736842,PRT,130.0,53.0,Orica - GreenEDGE,11.0,8169.8,PRT,91.0,56.0,Orica - BikeExchange,5.0,8437.2,PRT,77.0,53.0,Orica - Scott,10.0,8518.2,PRT,80.0,46.0,Mitchelton - Scott,3.0,6739.9,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1965,M.Kittel,Germany,27,Team Giant - Alpecin,2015,6,100,19185.0,104,96953.0,0,10,0,2,13,29,1,7,2015.0,1,53.42857142857143,120,1844.0,14116.142857142857,22846.0,1,62.28571428571429,115,9783.0,56503.142857142855,98797.0,3.0,1.0,32,84.0,120,1844.0,14625.0,22846.0,104,107.66666666666669,115,77768.0,91172.66666666669,98797.0,0.0,0.0,0.42857142857142855,0.14285714285714285,PRT,587.0,32.0,Team Giant - Alpecin,1.0,4729.3,PRT,21.0,70.0,Etixx - Quick Step,13.0,10984.0,PRT,33.0,56.0,Quick-Step Floors,14.0,8997.3,PRT,201.0,48.0,Team Katusha - Alpecin,2.0,7532.4,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1966,S.Armee,Belgium,30,Lotto - Soudal,2015,6,45,17635.0,30,93215.0,2,0,0,0,1,3,5,28,2016.4285714285716,22,113.85714285714286,999,1966.0,48966.642857142855,999999.0,29,112.92857142857143,999,9801.0,86636.89285714286,999999.0,0.0,0.0,22,35.666666666666664,49,12056.0,12784.666666666664,13154.0,32,36.66666666666666,41,63074.0,75492.66666666669,88274.0,0.0,0.0,0.0,0.0,PRT,3830.0,71.0,Lotto - Soudal,0.0,11314.6,PRT,424.0,87.0,Lotto - Soudal,0.0,13093.7,PRT,183.0,78.0,Lotto - Soudal,1.0,12089.1,PRT,1205.0,72.0,Lotto - Soudal,0.0,11275.7,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1967,N.Bonifazio,Italy,22,Lampre - Merida,2015,6,999,999999.0,999,999999.0,0,1,0,0,5,13,5,26,2016.5,1,164.88461538461542,999,9793.0,128193.57692307694,999999.0,2,166.26923076923075,999,9789.0,156688.0,999999.0,9.0,1.0,98,101.66666666666669,108,12555.0,13219.0,13834.0,89,92.0,96,63772.0,76753.33333333331,90161.0,0.0,0.0,0.3461538461538461,0.038461538461538464,PRT,96.0,47.0,Lampre - Merida,2.0,7333.3,PRT,145.0,54.0,Trek - Segafredo,1.0,8241.4,PRT,197.0,51.0,Bahrain - Merida,0.0,8084.4,PRT,185.0,59.0,Bahrain - Merida,1.0,9517.1,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1968,M.Coledan,Italy,27,Trek Factory Racing,2015,6,102,19185.0,110,97878.0,0,0,0,0,0,3,3,19,2016.0,16,215.31578947368425,999,1821.0,118617.52631578947,999999.0,33,223.94736842105263,999,9801.0,149010.57894736846,999999.0,0.0,0.0,110,411.66666666666674,999,11322.0,343780.0,999999.0,122,417.0,999,69608.0,386411.33333333326,999999.0,0.0,0.0,0.0,0.0,PRT,847.0,77.0,Trek Factory Racing,0.0,12112.7,PRT,1316.0,65.0,Trek - Segafredo,0.0,10613.6,PRT,1465.0,45.0,Trek - Segafredo,0.0,7195.5,PROF,1554.0,63.0,Wilier Triestina - Selle Italia,1.0,9511.9,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1969,D.Batek,Poland,29,Wibatech - Fuji,2015,6,82,18541.0,83,95710.0,0,1,0,0,0,0,2,12,2015.416666666667,72,187.91666666666663,999,1937.0,96808.58333333331,999999.0,72,184.66666666666663,999,9801.0,127842.0,999999.0,0.0,0.0,159,443.0,999,19834.0,347069.0,999999.0,156,440.0,999,44223.0,369426.33333333326,999999.0,0.0,0.0,0.0,0.0,CONT,779.0,38.0,Wibatech - Fuji,0.0,5471.6,CONT,696.0,28.0,Wibatech - Fuji,1.0,4464.8,NONE,999999,1.0,Ind-Pol,0.0,168.8,NONE,999999,0.0,Ind-POL,0.0,0.0,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1970,J.Sütterlin,Germany,23,Movistar Team,2015,6,96,18745.0,107,97338.0,0,0,0,0,1,5,1,7,2015.0,26,76.85714285714286,130,1837.0,14167.857142857143,22746.0,34,87.14285714285714,133,9801.0,56871.57142857143,99175.0,0.0,0.0,26,70.33333333333333,96,1837.0,14442.666666666664,22746.0,106,113.0,126,78593.0,91702.0,99175.0,0.0,0.0,0.0,0.0,PRT,507.0,60.0,Movistar Team,0.0,9413.8,PRT,469.0,69.0,Movistar Team,0.0,10645.7,PRT,271.0,70.0,Movistar Team,1.0,11529.0,PRT,317.0,61.0,Movistar Team,0.0,8953.8,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1971,B.Bozic,Slovenia,35,Astana Pro Team,2015,6,999,999999.0,999,999999.0,0,5,0,0,0,6,1,6,2015.0,28,241.5,999,9801.0,179561.16666666663,999999.0,37,242.0,999,9801.0,199856.0,999999.0,0.0,0.0,28,381.33333333333326,999,18889.0,347244.66666666674,999999.0,97,399.33333333333326,999,54522.0,377296.33333333326,999999.0,0.0,0.0,0.0,0.0,PRT,515.0,53.0,Astana Pro Team,0.0,8797.1,PROF,822.0,67.0,"Cofidis, Solutions Credits",0.0,11007.9,PRT,1119.0,60.0,Bahrain - Merida,0.0,10214.6,PRT,1478.0,28.0,Bahrain - Merida,0.0,4182.1,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1972,K.Elissonde,France,24,FDJ,2015,6,38,17288.0,22,92757.0,0,1,0,2,7,1,2,13,2015.4615384615383,20,57.69230769230769,119,1860.0,14088.923076923076,24240.0,19,58.92307692307693,122,9801.0,53795.076923076915,94617.0,0.0,0.0,50,58.0,64,1902.0,14972.666666666664,24240.0,56,60.33333333333334,67,62397.0,79191.0,88539.0,0.0,0.0,0.0,0.0,PRT,287.0,85.0,FDJ,0.0,13809.0,PRT,286.0,56.0,FDJ,0.0,8595.0,PRT,412.0,60.0,Team Sky,0.0,9335.6,PRT,381.0,53.0,Team Sky,0.0,8853.4,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1973,J.Hansen,Denmark,25,Tinkoff - Saxo,2015,6,14,16745.0,34,93342.0,0,0,0,1,3,1,2,13,2015.4615384615383,12,53.153846153846146,143,1863.0,13949.53846153846,22174.0,11,52.30769230769231,112,9801.0,53603.61538461538,95205.0,0.0,0.0,12,42.333333333333336,61,1892.0,14172.666666666664,21850.0,11,21.33333333333333,41,62397.0,77594.33333333331,86139.0,0.0,0.0,0.0,0.0,PRT,316.0,82.0,Tinkoff - Saxo,2.0,12039.5,PRT,254.0,49.0,Tinkoff,0.0,7616.2,PRT,304.0,64.0,Astana Pro Team,0.0,10530.3,PRT,364.0,60.0,Astana Pro Team,0.0,9003.2,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1974,M.Nieve,Spain,31,Team Sky,2015,6,6,16718.0,9,92077.0,1,0,0,0,4,0,1,7,2015.0,6,45.85714285714285,81,1893.0,13424.285714285714,20936.0,9,39.285714285714285,73,9801.0,54711.0,93970.0,1.0,0.0,6,26.0,61,1893.0,13182.333333333336,20936.0,9,10.0,11,75359.0,87135.33333333331,93970.0,1.0,0.0,0.14285714285714285,0.0,PRT,58.0,76.0,Team Sky,0.0,11764.6,PRT,142.0,75.0,Team Sky,1.0,11909.7,PRT,93.0,81.0,Team Sky,0.0,12671.3,PRT,165.0,61.0,Mitchelton - Scott,1.0,9940.1,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,1
1975,V.Kiryienka,Belarus,34,Team Sky,2015,6,66,18398.0,93,96090.0,1,1,0,0,6,14,1,7,2015.0,2,72.28571428571429,118,1727.0,13973.857142857143,22746.0,58,84.71428571428571,114,9801.0,56241.857142857145,97817.0,1.0,0.0,2,57.0,103,1727.0,14290.333333333336,22746.0,89,97.66666666666669,111,77692.0,90533.0,97817.0,1.0,0.0,0.14285714285714285,0.0,PRT,87.0,83.0,Team Sky,4.0,12906.7,PRT,211.0,78.0,Team Sky,1.0,11611.2,PRT,143.0,91.0,Team Sky,0.0,14112.9,PRT,459.0,61.0,Team Sky,0.0,9358.7,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1976,M.Mohoric,Slovenia,21,Cannondale - Garmin,2015,6,76,18541.0,71,95134.0,0,1,0,1,9,11,3,19,2016.0,17,120.73684210526315,999,1959.0,66308.94736842105,999999.0,23,109.31578947368419,999,9798.0,100615.52631578947,999999.0,0.0,0.0,52,74.0,96,11009.0,14342.0,18659.0,53,56.0,60,67885.0,84777.0,99902.0,0.0,0.0,0.0,0.0,PRT,888.0,52.0,Team Cannondale - Garmin,0.0,7871.0,PRT,453.0,65.0,Lampre - Merida,1.0,10602.1,PRT,152.0,94.0,UAE Team Emirates,2.0,15402.5,PRT,30.0,73.0,Bahrain - Merida,6.0,12313.7,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1977,D.Ulissi,Italy,26,Lampre - Merida,2015,6,2,16715.0,2,92055.0,1,1,0,6,7,25,2,13,2015.4615384615383,2,29.923076923076927,74,1841.0,13896.923076923076,22519.0,2,23.69230769230769,61,9801.0,53401.38461538462,93897.0,2.0,0.0,20,24.33333333333333,29,1841.0,14378.666666666664,22519.0,3,19.0,27,62384.0,78010.33333333331,86744.0,0.0,0.0,0.15384615384615385,0.0,PRT,97.0,67.0,Lampre - Merida,2.0,10835.4,PRT,9.0,80.0,Lampre - Merida,6.0,13432.2,PRT,30.0,82.0,UAE Team Emirates,4.0,13760.1,PRT,62.0,80.0,UAE Team Emirates,1.0,12982.0,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,1
1978,M.Keizer,Netherlands,27,Team LottoNL-Jumbo,2015,6,110,19185.0,109,97775.0,1,0,0,0,0,5,2,14,2016.0,19,91.57142857142857,150,1828.0,14397.214285714286,22746.0,30,103.64285714285714,149,9801.0,56200.714285714275,101949.0,0.0,0.0,75,91.66666666666669,112,10873.0,14701.0,19622.0,91,104.33333333333331,113,68719.0,86336.33333333331,101949.0,0.0,0.0,0.0,0.0,PRT,378.0,97.0,Team LottoNL-Jumbo,0.0,15323.5,PRT,733.0,86.0,Team LottoNL-Jumbo,0.0,13217.1,PRT,2384.0,64.0,Team LottoNL - Jumbo,0.0,10261.0,NONE,3594.0,1.0,NWV Groningen-Fila-Nijwa Trucks,0.0,187.9,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1979,L.Craddock,USA,23,Team Giant - Alpecin,2015,6,3,16715.0,18,92311.0,1,0,0,2,2,3,1,7,2015.0,3,40.142857142857146,67,1840.0,13450.714285714286,21177.0,17,35.57142857142857,50,9801.0,54804.714285714275,94151.0,1.0,0.0,3,20.0,30,1840.0,13244.0,21177.0,17,21.66666666666667,30,75600.0,87354.0,94151.0,1.0,0.0,0.14285714285714285,0.0,PRT,665.0,64.0,Team Giant - Alpecin,0.0,10016.4,PRT,185.0,64.0,Cannondale - Drapac Pro Cycling,0.0,9898.2,PRT,999999,37.0,Cannondale - Drapac Pro Cycling,0.0,4961.9,PRT,583.0,63.0,Team EF Education First - Drapac,0.0,9376.2,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,1
1980,D.López,Spain,34,Team Sky,2015,6,65,18398.0,54,94282.0,2,0,0,0,0,0,1,7,2015.0,35,61.14285714285714,98,1964.0,13749.428571428569,21461.0,33,46.42857142857143,55,9801.0,55426.142857142855,96246.0,0.0,0.0,35,66.0,98,1964.0,13941.0,21461.0,33,47.33333333333334,55,75884.0,88804.0,96246.0,0.0,0.0,0.0,0.0,PRT,402.0,50.0,Team Sky,0.0,7835.2,PRT,724.0,80.0,Team Sky,0.0,11991.3,PRT,679.0,77.0,Team Sky,0.0,11005.7,PRT,3144.0,54.0,Team Sky,0.0,8136.3,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1981,A.Kurek,Poland,27,CCC Sprandi Polkowice,2015,6,999,999999.0,999,999999.0,0,0,2,0,0,2,2,13,2016.0769230769229,47,237.15384615384616,999,9801.0,166602.61538461538,999999.0,29,232.9230769230769,999,9799.0,191068.46153846156,999999.0,0.0,0.0,92,401.66666666666674,999,10997.0,343539.33333333326,999999.0,97,399.33333333333326,999,68398.0,385472.33333333326,999999.0,0.0,0.0,0.0,0.0,PROF,1218.0,60.0,CCC Sprandi Polkowice,2.0,9828.8,PROF,1340.0,48.0,CCC Sprandi Polkowice,0.0,7641.8,PROF,1445.0,52.0,CCC Sprandi Polkowice,0.0,8181.6,PROF,715.0,59.0,CCC Sprandi Polkowice,0.0,8359.4,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1982,D.Rosa,Italy,26,Astana Pro Team,2015,6,39,17321.0,28,93203.0,3,0,0,1,4,3,2,14,2016.0,16,38.642857142857146,116,1858.0,13807.571428571431,21461.0,20,39.57142857142857,116,9801.0,54487.714285714275,98243.0,0.0,0.0,16,24.0,35,10784.0,13888.666666666664,18446.0,20,26.0,31,67361.0,83803.66666666669,98243.0,0.0,0.0,0.0,0.0,PRT,102.0,65.0,Astana Pro Team,1.0,10784.4,PRT,94.0,67.0,Astana Pro Team,1.0,10621.9,PRT,442.0,72.0,Team Sky,0.0,11784.8,PRT,254.0,54.0,Team Sky,1.0,7485.3,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1983,M.Bodnar,Poland,30,Tinkoff - Saxo,2015,6,95,18666.0,88,95902.0,0,0,0,0,2,6,1,7,2015.0,1,74.0,141,1811.0,13960.857142857143,22846.0,2,73.71428571428571,101,9801.0,56055.571428571435,97713.0,2.0,1.0,10,73.33333333333333,115,1811.0,14441.0,22846.0,85,89.0,94,77236.0,90283.66666666669,97713.0,1.0,0.0,0.2857142857142857,0.14285714285714285,PRT,192.0,53.0,Tinkoff - Saxo,1.0,8472.8,PRT,252.0,65.0,Tinkoff,1.0,9925.7,PRT,287.0,62.0,Bora - Hansgrohe,1.0,9767.6,PRT,538.0,72.0,Bora - Hansgrohe,0.0,10543.4,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1984,S.Dillier,Switzerland,25,BMC Racing Team,2015,6,51,17635.0,48,94232.0,1,1,0,3,7,12,2,14,2016.5,8,45.35714285714285,127,1859.0,13148.928571428569,22174.0,19,43.42857142857143,101,9801.0,52253.785714285725,96091.0,1.0,0.0,21,24.0,26,11789.0,12695.666666666664,13154.0,19,20.33333333333333,23,63061.0,75301.66666666669,87994.0,0.0,0.0,0.07142857142857142,0.0,PRT,195.0,69.0,BMC Racing Team,2.0,11291.5,PRT,308.0,45.0,BMC Racing Team,0.0,7315.6,PRT,91.0,79.0,BMC Racing Team,2.0,13834.3,PRT,148.0,74.0,AG2R La Mondiale,1.0,11659.0,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1985,S.Luis Henao,Colombia,28,Team Sky,2015,6,1,16707.0,1,92055.0,1,2,0,0,8,8,2,14,2016.5,1,33.785714285714285,83,1877.0,12993.714285714286,20936.0,1,28.07142857142857,60,9801.0,51850.857142857145,93932.0,3.0,1.0,12,21.33333333333333,34,11772.0,12690.0,13154.0,12,15.0,21,63053.0,75282.33333333331,87969.0,0.0,0.0,0.21428571428571427,0.07142857142857142,PRT,39.0,61.0,Team Sky,1.0,9416.3,PRT,43.0,50.0,Team Sky,0.0,7879.9,PRT,54.0,58.0,Team Sky,1.0,9920.6,PRT,101.0,76.0,Team Sky,0.0,12547.9,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,1
1986,G.Bole,Slovenia,30,CCC Sprandi Polkowice,2015,6,59,17937.0,67,95106.0,1,5,0,1,1,10,2,14,2016.5,13,144.85714285714286,999,1993.0,83788.0,999999.0,40,145.78571428571428,999,9801.0,117704.28571428572,999999.0,0.0,0.0,54,377.66666666666674,999,12491.0,341881.33333333326,999999.0,75,383.66666666666674,999,63443.0,379792.0,999999.0,0.0,0.0,0.0,0.0,PROF,105.0,75.0,CCC Sprandi Polkowice,1.0,12476.9,PROF,265.0,63.0,Nippo - Vini Fantini,2.0,9995.7,PRT,770.0,77.0,Bahrain - Merida,0.0,12799.5,PRT,586.0,46.0,Bahrain - Merida,2.0,7280.2,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1987,R.Nocentini,Italy,38,AG2R La Mondiale,2015,6,68,18398.0,65,94995.0,1,0,0,0,2,10,1,7,2015.0,37,76.28571428571429,135,1935.0,13847.142857142857,22174.0,39,66.14285714285714,96,9801.0,55727.571428571435,96930.0,0.0,0.0,68,76.33333333333333,86,1935.0,14169.0,22174.0,64,64.33333333333333,65,76597.0,89507.33333333331,96930.0,0.0,0.0,0.0,0.0,PRT,428.0,87.0,AG2R La Mondiale,0.0,14110.8,CONT,430.0,43.0,Sporting Clube de Portugal - Tavira,1.0,6480.3,CONT,249.0,38.0,Sporting Clube de Portugal - Tavira,1.0,5643.2,CONT,1129.0,41.0,Sporting Clube de Portugal - Tavira,2.0,5631.6,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
1988,M.Golas,Poland,31,Etixx - Quick Step,2015,6,53,17635.0,50,94232.0,2,0,1,0,3,2,4,27,2016.5185185185185,14,65.55555555555556,123,1885.0,13832.925925925923,23031.0,31,64.66666666666667,106,9801.0,53002.77777777778,99840.0,0.0,0.0,73,80.0,87,12491.0,13175.0,13766.0,87,92.66666666666669,99,63854.0,76770.0,90111.0,0.0,0.0,0.0,0.0,PRT,448.0,71.0,Etixx - Quick Step,1.0,11012.3,PRT,1316.0,67.0,Team Sky,0.0,11144.0,PRT,1031.0,75.0,Team Sky,0.0,12731.1,PRT,621.0,50.0,Team Sky,0.0,8367.7,2015-08-07,3,174.0,Bukowina Tatrzańska,29.9,39,E,3,2,8,0
