,2015_div,2015_fc_rank,2015_race_days,2015_team,2015_uci_rank,2015_wins,2015_year_km,2016_div,2016_fc_rank,2016_race_days,2016_team,2016_uci_rank,2016_wins,2016_year_km,2017_div,2017_fc_rank,2017_race_days,2017_team,2017_uci_rank,2017_wins,2017_year_km,2018_div,2018_fc_rank,2018_race_days,2018_team,2018_uci_rank,2018_wins,2018_year_km,followers,height,mount_jerseys,nation,point_jerseys,sprint_jerseys,total_wins,youth_jerseys,name
384,CONT,214,52.0,Rabobank DT,-,5.0,7526.6,PRT,201,51.0,Team Giant - Alpecin,-,2.0,8005.2,PRT,85,59.0,Team Sunweb,98,1.0,9205.1,PRT,54,68.0,Team Sunweb,65,0.0,10966.4,12,,2,Netherlands,1,0,6,5,S.Oomen
385,PRT,66,81.0,Movistar Team,126,1.0,13245.7,PRT,263,77.0,Movistar Team,-,0.0,11478.5,PRT,114,69.0,Movistar Team,94,0.0,11725.4,PRT,275,71.0,Movistar Team,198,0.0,11299.9,4,1.77,1,Spain,3,0,4,2,J.Joaquin Rojas
386,PRT,36.0,53.0,Lampre - Merida,8.0,1.0,8349.4,PRT,25.0,73.0,Lampre - Merida,19.0,0.0,11956.2,PRT,37.0,90.0,UAE Team Emirates,38.0,3.0,14340.4,PRT,102.0,50.0,UAE Team Emirates,60.0,0.0,7896.7,9,1.83,1,Portugal,2,0,14,2,R.Costa
387,PRT,354,62.0,Movistar Team,157,0.0,9670.3,PRT,453,66.0,Movistar Team,200,0.0,10060.2,PRT,673,63.0,Movistar Team,236,0.0,9783.8,PRT,847,69.0,Movistar Team,354,0.0,10729.1,3,1.79,0,Colombia,0,0,4,0,W.Anacona
388,,2590,11.0,Team Pro Immo Nicolas Roux,-,0.0,1472.4,CONT,443,62.0,Klein Constantia,-,6.0,8173.5,PRT,223,57.0,Quick-Step Floors,248,0.0,8701.5,PRT,495,66.0,Quick-Step Floors,373,1.0,10987.2,3,,0,France,0,0,6,1,R.Cavagna
389,PRT,47,58.0,BMC Racing Team,49,1.0,9231.4,PRT,73,72.0,BMC Racing Team,52,2.0,10908.3,PRT,62,84.0,BMC Racing Team,56,1.0,12725.7,PRT,123,73.0,BMC Racing Team,94,2.0,10541.0,5,1.86,0,USA,1,0,6,7,T.Van Garderen
390,CONT,308,52.0,Team Felbermayr - Simplon Wels,-,6.0,7235.8,PROF,813,47.0,Bora - Argon 18,-,0.0,7174.5,PRT,246,59.0,Bora - Hansgrohe,271,1.0,10065.4,PRT,178,58.0,Bora - Hansgrohe,120,1.0,8958.0,5,,0,Austria,2,0,8,1,G.Muhlberger
391,PRT,69,70.0,Team LottoNL-Jumbo,41,0.0,11392.4,PRT,46,74.0,Team LottoNL-Jumbo,71,0.0,11224.4,PRT,39,58.0,Team Sunweb,34,1.0,9024.1,PRT,61,46.0,Team Sunweb,62,0.0,6999.6,9,1.81,0,Netherlands,1,0,9,11,W.Kelderman
392,CONT,1642,19.0,Navitas - Satalyst,-,0.0,2731.6,CONT,761,36.0,Avanti Isowhey Sport,-,2.0,4724.1,PRT,484,54.0,Team Dimension Data,258,1.0,8398.0,PRT,236,53.0,Team Dimension Data,175,1.0,8610.0,2,,0,Australia,0,0,1,1,B.O'Connor
393,PRT,144,58.0,Tinkoff - Saxo,94,2.0,9627.4,PRT,468,47.0,Cannondale - Drapac Pro Cycling,-,0.0,7406.1,PRT,559,54.0,Astana Pro Team,194,0.0,8799.4,PRT,753,55.0,Team EF Education First - Drapac,209,0.0,8346.3,2,1.81,0,Denmark,7,0,6,3,M.Breschel
394,PROF,582,50.0,Topsport Vlaanderen - Baloise,-,0.0,8265.8,PROF,232,71.0,Topsport Vlaanderen - Baloise,-,0.0,11586.3,PRT,620,60.0,Team LottoNL - Jumbo,242,0.0,9696.3,PRT,509,69.0,Team LottoNL - Jumbo,173,0.0,10481.0,2,,0,Belgium,0,0,0,0,F.De Tier
395,CONT,626.0,55.0,AWT - GreenWay,-,0.0,7835.9,CONT,587.0,51.0,Klein Constantia,-,0.0,6978.7,PROF,478.0,68.0,CCC Sprandi Polkowice,-,0.0,10520.3,PROF,746.0,47.0,CCC Sprandi Polkowice,-,0.0,7364.5,6,,0,Czech Republic,0,0,3,6,M.Schlegel
396,CONT,792,55.0,Rabobank DT,-,0.0,9010.4,PROF,1157,48.0,Roompot - Oranje Peloton,-,0.0,7233.1,PRT,541,72.0,Team LottoNL - Jumbo,236,0.0,11333.5,PRT,254,53.0,Team LottoNL - Jumbo,118,0.0,8227.2,2,,2,Netherlands,0,0,1,0,A.Tolhoek
397,PRT,2045,10.0,Team Giant - Alpecin,-,0.0,1601.5,,-,3.0,LottoNL-Jumbo-De Jonge Renner,-,0.0,427.7,PRT,1268,52.0,Team LottoNL - Jumbo,269,0.0,7902.2,PRT,1949,38.0,Team LottoNL - Jumbo,337,0.0,5416.3,0,1.88,0,Netherlands,0,0,0,4,D.Olivier
398,PRT,483,78.0,Team Katusha,-,0.0,12634.2,PRT,433,82.0,Team Katusha,-,0.0,13166.5,PRT,1445,52.0,Team Katusha - Alpecin,241,0.0,7861.4,PRT,1436,85.0,Team Katusha - Alpecin,235,0.0,12725.7,0,1.84,0,Russia,1,0,4,0,P.Kochetkov
399,PRT,13,68.0,Astana Pro Team,19,4.0,10988.9,PRT,12,74.0,Astana Pro Team,12,4.0,11923.6,PRT,2,80.0,Bahrain - Merida,5,4.0,13047.6,PRT,58,74.0,Bahrain - Merida,35,1.0,11941.6,27,1.81,1,Italy,4,0,31,2,V.Nibali
400,PRT,493.0,83.0,Team Katusha,-,0.0,13200.7,PRT,1212.0,74.0,Team Katusha,-,0.0,11901.6,PRT,1758.0,81.0,Team Katusha - Alpecin,341,0.0,12560.5,,,,,,,,1,1.80,0,Spain,0,0,0,0,A.Losada
401,PRT,772,64.0,Team Cannondale - Garmin,-,0.0,10355.5,PRT,1497,59.0,Cannondale - Drapac Pro Cycling,220,0.0,9579.2,PRT,1057,65.0,Cannondale - Drapac Pro Cycling,364,0.0,10341.6,PRT,1501,60.0,Bahrain - Merida,301,0.0,9287.4,0,1.83,0,Slovenia,2,0,3,0,K.Koren
402,PRT,86,55.0,Orica - GreenEDGE,35,1.0,9019.2,PRT,37,52.0,Orica - BikeExchange,30,0.0,8586.5,PRT,36,71.0,Orica - Scott,49,1.0,11639.1,PRT,53,76.0,Mitchelton - Scott,34,2.0,11669.9,8,1.73,0,Great Britain,0,0,4,2,A.Yates
403,PRT,181,64.0,Team Cannondale - Garmin,-,2.0,9883.9,PRT,443,81.0,Cannondale - Drapac Pro Cycling,190,0.0,12437.1,PRT,1412,73.0,Cannondale - Drapac Pro Cycling,341,0.0,11362.7,PRT,450,63.0,Team EF Education First - Drapac,388,0.0,9389.2,2,1.85,0,USA,0,0,2,4,J.Dombrowski
404,PRT,118,69.0,Team Cannondale - Garmin,75,2.0,11157.1,PRT,197,67.0,Cannondale - Drapac Pro Cycling,152,1.0,11291.6,PRT,210,83.0,Cannondale - Drapac Pro Cycling,70,1.0,13287.9,PRT,304,71.0,Team Dimension Data,76,0.0,11122.5,4,1.69,1,Netherlands,0,0,3,2,T.Jelte Slagter
405,CONT,707,44.0,AWT - GreenWay,-,0.0,5293.9,CONT,341,57.0,Klein Constantia,-,3.0,7662.2,PRT,304,42.0,Quick-Step Floors,264,0.0,6301.7,PRT,52,67.0,Quick-Step Floors,72,4.0,10603.8,7,,0,Germany,0,0,3,1,M.Schachmann
406,,509,33.0,Jayco-AIS WTA,-,2.0,4566.2,PRT,937,13.0,Orica - BikeExchange,-,0.0,2090.4,PRT,664,59.0,Orica - Scott,-,0.0,9022.0,PRT,402,64.0,Mitchelton - Scott,157,1.0,9380.6,6,,0,Australia,0,0,6,2,R.Power
407,PRT,29,65.0,AG2R La Mondiale,18,2.0,9899.9,PRT,89,83.0,AG2R La Mondiale,105,0.0,13496.2,PRT,24,74.0,AG2R La Mondiale,24,1.0,11976.2,PRT,16,76.0,Bahrain - Merida,38,0.0,12446.7,8,1.65,2,Italy,1,0,2,0,D.Pozzovivo
408,CONT,322,41.0,Team Joker,-,1.0,6122.7,PRT,300,69.0,FDJ,-,0.0,10945.8,PRT,308,66.0,FDJ,199,1.0,10140.3,PROF,246,59.0,Wanty - Groupe Gobert,-,1.0,8882.0,12,,0,Norway,0,0,3,2,O.Christian Eiking
409,PROF,291.0,78.0,MTN - Qhubeka,-,1.0,12062.1,PRT,510.0,65.0,Dimension Data,200,0.0,10326.8,PRT,1016.0,63.0,Team Dimension Data,301,0.0,10022.2,PRT,1160.0,64.0,Team Dimension Data,301,0.0,10287.5,1,,0,Eritrea,0,1,11,1,N.Berhane
410,,829,31.0,C.C. Etupes,-,1.0,4051.6,PRT,-,34.0,FDJ,-,0.0,5767.1,PRT,952,67.0,FDJ,351,0.0,10768.2,PROF,509,48.0,Team Fortuneo - Samsic,-,0.0,7777.7,0,,1,France,0,0,0,0,J.Maison
411,PRT,49,69.0,BMC Racing Team,38,7.0,10100.7,PRT,59,62.0,BMC Racing Team,141,3.0,9387.1,PRT,57,60.0,BMC Racing Team,45,5.0,9024.7,PRT,41,71.0,BMC Racing Team,48,6.0,10586.3,3,1.82,2,Australia,1,0,16,5,R.Dennis
412,CONT,707.0,45.0,Team Dukla Praha,-,1.0,6103.3,CONT,512.0,45.0,Klein Constantia,-,2.0,6538.2,PROF,792.0,49.0,CCC Sprandi Polkowice,-,0.0,7990.0,PROF,477.0,46.0,CCC Sprandi Polkowice,-,2.0,7373.6,0,,1,Czech Republic,2,0,4,1,F.Sisr
413,PRT,24,72.0,Etixx - Quick Step,37,4.0,12031.6,PRT,56,87.0,Etixx - Quick Step,47,4.0,13862.5,PRT,162,64.0,Quick-Step Floors,65,0.0,9972.9,PRT,43,81.0,Quick-Step Floors,24,4.0,12622.0,4,1.90,1,Netherlands,0,0,26,1,N.Terpstra
414,PROF,2945.0,51.0,Team Novo Nordisk,-,0.0,8330.3,PROF,2271.0,54.0,Team Novo Nordisk,-,0.0,8799.2,PROF,3089.0,56.0,Team Novo Nordisk,-,0.0,9072.5,PROF,3594.0,22.0,Team Novo Nordisk,-,0.0,3339.6,1,,0,Finland,0,0,0,0,J.Henttala
415,,655,26.0,SCO Dijon,-,0.0,4185.2,PRT,683,74.0,Trek - Segafredo,-,0.0,11218.6,PRT,896,83.0,Trek - Segafredo,294,0.0,13524.8,PRT,468,73.0,Trek - Segafredo,187,0.0,10877.5,0,,0,France,0,1,2,1,J.Bernard
416,CONT,520,37.0,Team Stölting,-,1.0,4824.2,PROF,671,48.0,Stölting Service Group,-,1.0,6699.9,PRT,235,58.0,Team Sunweb,383,1.0,8818.4,PRT,1072,25.0,Team Sunweb,-,0.0,4047.6,6,,0,Germany,0,0,9,1,L.Kämna
417,PRT,203,65.0,Tinkoff - Saxo,-,1.0,10189.9,PRT,696,81.0,Tinkoff,-,0.0,12367.2,PRT,1704,77.0,Bahrain - Merida,-,0.0,12240.1,PRT,1613,60.0,Bahrain - Merida,-,1.0,9448.8,0,1.73,1,Italy,0,0,6,0,M.Boaro
418,PRT,1471,64.0,Astana Pro Team,-,0.0,10203.1,PRT,1679,34.0,Astana Pro Team,-,0.0,5483.9,PRT,2115,63.0,Astana Pro Team,396,1.0,9372.3,PRT,1231,52.0,Astana Pro Team,388,0.0,8413.8,0,1.82,0,Kazakhstan,0,0,0,0,D.Fominykh
419,PRT,779,74.0,Team Giant - Alpecin,-,0.0,11286.8,PRT,641,72.0,Team Giant - Alpecin,220,0.0,10830.7,PRT,1220,75.0,Team Sunweb,-,0.0,11570.7,PRT,682,72.0,Team Sunweb,271,0.0,11142.9,0,1.90,0,USA,0,0,1,0,C.Haga
420,CONT,1110,54.0,Adria Mobil,-,0.0,7588.7,CONT,522,34.0,Adria Mobil,-,0.0,4835.3,PRT,1031,63.0,Bahrain - Merida,-,0.0,9536.2,PRT,1231,64.0,Bahrain - Merida,354,0.0,10176.0,1,,1,Slovenia,0,0,1,6,D.Novak
421,PROF,2945,33.0,Nippo - Vini Fantini,-,0.0,4234.3,PROF,1882,47.0,Nippo - Vini Fantini,-,0.0,6078.2,PRT,1797,64.0,Bahrain - Merida,-,0.0,9720.2,PRT,809,62.0,Bahrain - Merida,354,1.0,9791.4,0,,0,Italy,0,0,0,0,A.Nibali
422,PRT,731,79.0,AG2R La Mondiale,-,0.0,12753.0,PRT,154,70.0,AG2R La Mondiale,105,0.0,11087.0,PRT,237,65.0,AG2R La Mondiale,258,0.0,10359.8,PRT,436,73.0,AG2R La Mondiale,214,0.0,11740.4,1,1.74,1,France,0,0,1,0,H.Dupont
423,PRT,199,82.0,Lampre - Merida,93,2.0,12341.9,PRT,2522,60.0,Orica - BikeExchange,-,0.0,10009.6,PRT,1320,47.0,Orica - Scott,301,0.0,7509.7,PROF,406,60.0,Israel Cycling Academy,-,2.0,9174.7,1,1.90,0,Spain,0,0,9,0,R.Plaza
424,PROF,189.0,59.0,Androni Giocattoli - Sidermec,-,0.0,9683.4,PROF,392.0,66.0,Androni Giocattoli - Sidermec,-,0.0,10376.8,PRT,383.0,85.0,Bahrain - Merida,184,0.0,13789.6,PRT,591.0,75.0,Bahrain - Merida,204,0.0,11658.9,7,,1,Italy,3,0,6,0,F.Pellizotti
425,CONT,821.0,42.0,Cycling Academy Team,-,0.0,6427.2,CONT,1299.0,35.0,Cycling Academy Team,-,0.0,4914.5,CONT,808.0,47.0,Team Hurom,-,0.0,6565.5,CONT,1999.0,46.0,Team Hurom,-,0.0,6176.6,0,,1,Poland,0,0,0,1,E.Piaskowy
426,PROF,275,52.0,Bora - Argon 18,-,0.0,7994.3,PROF,293,57.0,Bora - Argon 18,-,0.0,8953.2,PRT,92,84.0,Bora - Hansgrohe,101,0.0,13418.2,PRT,34,73.0,Bora - Hansgrohe,41,0.0,11904.3,4,,1,Austria,0,1,1,1,P.Konrad
427,CONT,497,36.0,Amplatz - BMC,-,3.0,5172.5,CONT,404,42.0,Amplatz - BMC,-,3.0,6249.1,PROF,171,76.0,CCC Sprandi Polkowice,-,2.0,12087.8,PROF,140,55.0,CCC Sprandi Polkowice,-,3.0,7602.6,4,,1,Slovenia,4,2,11,0,J.Tratnik
428,CONT,1314.0,46.0,Axeon Cycling Team,-,0.0,6570.4,CONT,1028.0,43.0,Axeon - Hagens Berman,-,2.0,5981.5,PRT,1901.0,49.0,Trek - Segafredo,349,0.0,7101.0,PRT,1384.0,40.0,Trek - Segafredo,-,0.0,4868.9,2,,1,USA,1,0,3,1,G.Daniel
429,CONT,248,38.0,Lokosphinx,-,3.0,5834.0,PROF,652,52.0,Gazprom - RusVelo,-,0.0,8345.9,PROF,673,71.0,Gazprom - RusVelo,-,0.0,11912.6,PROF,2529,53.0,Gazprom - RusVelo,-,0.0,8788.1,0,,0,Russia,1,1,5,0,E.Shalunov
430,PROF,1740.0,65.0,MTN - Qhubeka,-,0.0,9999.2,PRT,1441.0,55.0,Dimension Data,-,0.0,8931.0,PRT,3491.0,52.0,Team Dimension Data,392,0.0,8027.5,PRT,2108.0,53.0,Team Dimension Data,408,0.0,8525.9,1,,0,South Africa,0,0,0,0,N.Dougall
431,PRT,191,60.0,BMC Racing Team,133,1.0,9596.3,PRT,255,63.0,BMC Racing Team,200,0.0,10084.6,PRT,349,70.0,BMC Racing Team,251,0.0,10891.3,PRT,624,64.0,Bora - Hansgrohe,175,0.0,10034.8,3,1.90,2,Italy,0,0,9,2,D.Oss
432,PROF,740,60.0,Bora - Argon 18,-,0.0,9745.3,PROF,655,81.0,Bora - Argon 18,-,0.0,13345.2,PRT,1237,70.0,Bora - Hansgrohe,396,0.0,11835.6,PRT,658,71.0,Bora - Hansgrohe,373,0.0,11851.6,2,,1,Italy,0,1,1,0,C.Benedetti
433,PROF,175,76.0,Topsport Vlaanderen - Baloise,-,3.0,12316.9,PRT,289,85.0,Lotto - Soudal,-,1.0,13486.1,PRT,1057,78.0,Lotto - Soudal,274,0.0,12221.9,PRT,319,71.0,Lotto - Soudal,153,2.0,11423.4,0,,0,Belgium,0,1,11,1,J.Wallays
434,CONT,483,47.0,AWT - GreenWay,-,4.0,6515.7,PRT,368,59.0,Tinkoff,-,1.0,9143.7,PRT,944,41.0,Bora - Hansgrohe,-,0.0,6811.8,PRT,569,32.0,Bora - Hansgrohe,-,0.0,4668.1,3,,0,Slovakia,1,0,8,0,E.Baska
435,CONT,364,43.0,Team Joker,-,2.0,6631.2,PRT,896,62.0,FDJ,141,0.0,9900.5,PRT,664,51.0,FDJ,-,0.0,8248.8,PRT,490,41.0,Groupama - FDJ,-,0.0,6843.3,4,,0,Norway,3,0,2,0,D.Hoelgaard
436,,582.0,54.0,Centre Mondial du Cyclisme,-,1.0,7054.5,,1173.0,23.0,Centre Mondial du Cyclisme,-,0.0,3382.5,PRT,1068.0,34.0,UAE Team Emirates,374,1.0,4836.3,PRT,2226.0,38.0,UAE Team Emirates,337,0.0,5419.6,1,,0,Morocco,0,0,5,4,A.Ait El Abdia
437,CONT,621,42.0,Axeon Cycling Team,-,2.0,5852.6,CONT,580,22.0,Axeon - Hagens Berman,-,1.0,2945.0,PRT,373,43.0,Trek - Segafredo,129,0.0,6428.0,PRT,112,59.0,Trek - Segafredo,84,0.0,9026.5,8,,0,Portugal,0,0,6,2,R.Guerreiro
438,CONT,751,26.0,Rad-Net Rose Team,-,1.0,3586.7,CONT,343,23.0,Rad-Net Rose Team,-,2.0,3030.0,PRT,375,36.0,Bora - Hansgrohe,370,0.0,5743.2,PRT,47,49.0,Bora - Hansgrohe,69,8.0,7143.6,7,,0,Germany,0,1,9,1,P.Ackermann
439,,,,,,,,,,,,,,,CONT,896,22.0,Coldeportes - Claro - Zenu,-,1.0,3206.7,PRT,117,64.0,Quick-Step Floors,125,6.0,9915.1,12,,0,Colombia,0,2,2,0,A.Hodeg
440,PRT,80,76.0,Etixx - Quick Step,73,4.0,12696.5,PRT,70,66.0,Etixx - Quick Step,92,3.0,11665.2,PRT,29,81.0,Quick-Step Floors,61,7.0,13410.8,PRT,84,63.0,Mitchelton - Scott,85,2.0,9997.8,3,1.79,0,Italy,3,0,11,0,M.Trentin
441,PRT,251,66.0,Team LottoNL-Jumbo,-,1.0,10336.0,PRT,538,54.0,Team LottoNL-Jumbo,-,0.0,9032.9,PRT,428,77.0,Team Sunweb,177,0.0,12555.0,PRT,150,75.0,Team Sunweb,87,0.0,11618.8,3,,0,Netherlands,0,0,13,1,M.Teunissen
442,,448,21.0,Team Colpack,-,1.0,3036.4,,576,25.0,Team Colpack,-,1.0,3690.5,PRT,182,61.0,UAE Team Emirates,165,0.0,9686.6,PRT,138,69.0,UAE Team Emirates,128,1.0,10778.1,6,,0,Italy,1,0,18,1,S.Consonni
443,PROF,531,38.0,Cofidis,-,0.0,6108.4,PROF,271,42.0,"Cofidis, Solutions Credits",-,1.0,6554.7,PROF,144,45.0,"Cofidis, Solutions Credits",-,2.0,7631.1,PRT,172,68.0,AG2R La Mondiale,403,1.0,11229.8,5,,0,France,3,0,41,1,C.Venturini
444,PROF,17,73.0,Cofidis,-,11.0,11843.3,PROF,16,57.0,"Cofidis, Solutions Credits",-,11.0,9199.8,PROF,23,71.0,"Cofidis, Solutions Credits",-,7.0,11492.4,PROF,131,54.0,"Cofidis, Solutions Credits",-,6.0,8867.9,2,1.75,0,France,10,0,18,1,N.Bouhanni
445,PRT,67,60.0,Lotto - Soudal,52,0.0,10021.0,PRT,111,77.0,Lotto - Soudal,57,0.0,13373.1,PRT,220,58.0,Lotto - Soudal,242,0.0,9651.7,PRT,166,73.0,BMC Racing Team,93,1.0,11698.7,5,1.85,1,Belgium,7,1,7,2,J.Roelandts
446,,,,,,,,CONT,707,37.0,SEG Racing Academy,-,0.0,5109.4,PRT,1567,52.0,Team Katusha - Alpecin,395,0.0,8624.3,PRT,624,49.0,Team Katusha - Alpecin,354,0.0,8199.8,2,,0,Belgium,0,1,4,0,J.Biermans
447,,,,,,,,CONT,481,61.0,Klein Constantia,-,1.0,8092.1,PRT,361,66.0,Bahrain - Merida,315,0.0,9914.9,PRT,285,63.0,Bahrain - Merida,134,0.0,9713.8,7,,0,Spain,0,0,1,0,I.Garcia
448,,,,,,,,CONT,2271.0,27.0,Strongman - Campagnolo - Wilier,-,0.0,4247.7,PRT,154.0,63.0,Movistar Team,275,0.0,9729.0,PRT,32.0,80.0,Movistar Team,54,3.0,12279.7,6,,3,Ecuador,0,0,6,2,R.Carapaz
449,PRT,1016,83.0,Etixx - Quick Step,-,0.0,13711.1,PRT,852,86.0,Etixx - Quick Step,-,0.0,14122.5,PRT,1364,61.0,Quick-Step Floors,-,0.0,10124.3,PRT,734,79.0,Quick-Step Floors,335,0.0,12531.6,0,1.87,0,Italy,0,0,0,0,F.Sabatini
450,,1276,35.0,Track Team Astana,-,0.0,4499.6,PRT,3189,47.0,Astana Pro Team,-,0.0,7313.9,PRT,2479,56.0,Astana Pro Team,410,0.0,8433.9,PRT,1821,41.0,Astana Pro Team,-,0.0,6378.5,0,,0,Kazakhstan,0,0,1,1,A.Zakharov
451,,-,0.0,Lizarte,-,0.0,0.0,PRT,797,61.0,Movistar Team,-,0.0,8890.0,PRT,1669,57.0,Movistar Team,414,0.0,9252.0,PRT,1008,59.0,Movistar Team,332,0.0,9048.9,1,,0,Spain,0,0,5,0,J.Arcas
452,PRT,29.0,84.0,AG2R La Mondiale,68.0,2.0,13384.6,PRT,55.0,86.0,AG2R La Mondiale,158.0,1.0,13965.6,PRT,103.0,67.0,AG2R La Mondiale,78.0,0.0,10850.6,PRT,403.0,28.0,AG2R La Mondiale,185.0,0.0,4757.1,5,1.77,0,Belgium,1,1,9,0,J.Bakelants
453,PRT,312,84.0,AG2R La Mondiale,157,0.0,13272.6,PRT,418,70.0,AG2R La Mondiale,-,0.0,11422.2,PRT,564,45.0,AG2R La Mondiale,269,0.0,7416.5,PRT,363,80.0,AG2R La Mondiale,154,0.0,12881.7,1,1.85,0,France,0,0,0,0,M.Cherel
454,PRT,691.0,77.0,FDJ,-,0.0,12422.4,PRT,710.0,58.0,FDJ,-,0.0,9833.3,PRT,2479.0,51.0,FDJ,374,0.0,8627.7,PRT,1647.0,50.0,Groupama - FDJ,-,0.0,7877.1,0,1.80,0,France,0,0,1,0,M.Delage
455,,,,,,,,,409,26.0,Lotto - Soudal U23,-,3.0,3661.6,,188,36.0,Lotto - Soudal U23,-,4.0,4898.6,PRT,127,64.0,Lotto - Soudal,157,1.0,9764.8,14,,5,Belgium,3,0,5,4,B.Lambrecht
456,PRT,308,44.0,FDJ,-,1.0,6933.8,PRT,332,64.0,FDJ,-,0.0,10321.8,PRT,220,47.0,FDJ,-,1.0,7572.1,PRT,136,66.0,Groupama - FDJ,293,5.0,10252.8,2,,0,France,2,0,2,0,M.Sarreau
457,CONT,1610,34.0,Radio Popular - Boavista,-,0.0,5342.3,CONT,1059,42.0,Klein Constantia,-,0.0,5754.9,PRT,2479,43.0,Movistar Team,-,0.0,7203.3,PRT,-,48.0,Movistar Team,-,0.0,7485.7,1,,0,Portugal,0,0,0,0,N.Bico
458,PROF,553,56.0,Bora - Argon 18,-,0.0,8879.9,PROF,219,61.0,Bora - Argon 18,-,0.0,9828.5,PRT,81,77.0,Bora - Hansgrohe,95,0.0,12159.4,PRT,57,58.0,Bora - Hansgrohe,47,0.0,8529.1,4,,0,Germany,0,0,1,2,E.Buchmann
459,PROF,469,70.0,Cofidis,-,0.0,11416.6,PROF,226,86.0,"Cofidis, Solutions Credits",-,0.0,13752.3,PROF,323,71.0,"Cofidis, Solutions Credits",-,0.0,11547.6,PROF,538,49.0,"Cofidis, Solutions Credits",-,0.0,7919.4,1,,2,Spain,0,1,0,0,L.Angel Mate
460,,,,,,,,CONT,360,46.0,Vino4ever - SKO,-,4.0,6795.3,CONT,283,44.0,Vino - Astana Motors,-,3.0,6422.1,PRT,293,49.0,Astana Pro Team,373,0.0,7832.1,3,,0,Kazakhstan,0,0,1,3,Y.Gidich
461,PROF,576,75.0,Team Europcar,-,0.0,12179.5,PROF,852,73.0,Direct Energie,-,0.0,11827.4,PROF,1758,47.0,Direct Energie,-,0.0,7713.4,PRT,1528,64.0,Groupama - FDJ,-,0.0,9387.3,0,,1,Canada,0,0,2,0,A.Duchesne
462,,,,,,,,,596,49.0,BMC Development Team,-,0.0,6443.3,,313,44.0,BMC Development Team,-,7.0,5986.9,PRT,415,59.0,Team Sky,225,0.0,7873.7,13,,2,Russia,1,0,8,6,P.Sivakov
463,CONT,1558,11.0,Inteja - MMR,-,1.0,1247.5,PRT,992,47.0,Movistar Team,-,0.0,7003.8,PRT,709,67.0,Movistar Team,355,0.0,10497.0,PRT,825,73.0,Movistar Team,293,0.0,12042.7,0,,0,Spain,0,0,3,0,A.Pedrero
464,PRT,640.0,66.0,Movistar Team,-,1.0,10636.8,PRT,558.0,78.0,Movistar Team,-,0.0,12210.4,PRT,624.0,74.0,Movistar Team,253,0.0,11863.8,PROF,727.0,64.0,"Cofidis, Solutions Credits",-,0.0,9747.8,1,1.77,1,Spain,0,0,2,0,J.Herrada Lopez
465,,1330,27.0,Lotto - Soudal U23,-,0.0,3661.4,,1002,26.0,Lotto - Soudal U23,-,0.0,3448.9,,552,43.0,BMC Development Team,-,0.0,5824.5,PRT,495,63.0,Team Katusha - Alpecin,229,0.0,9612.9,7,,0,Belgium,0,0,0,0,S.Cras
466,PROF,562.0,73.0,MTN - Qhubeka,-,1.0,11211.1,PRT,813.0,65.0,Dimension Data,-,0.0,10314.8,PRT,846.0,56.0,Team Dimension Data,396,0.0,8779.4,PROF,1999.0,45.0,"Cofidis, Solutions Credits",-,0.0,6813.1,3,,2,Eritrea,0,0,21,0,D.Teklehaimanot
467,PRT,465,61.0,IAM Cycling,-,0.0,9964.2,PRT,78,79.0,IAM Cycling,152,5.0,12168.4,PRT,414,71.0,Quick-Step Floors,196,0.0,11992.9,PRT,191,54.0,Quick-Step Floors,86,0.0,8049.5,2,1.77,0,Belgium,0,0,4,0,D.Devenyns
468,PRT,92,69.0,Tinkoff - Saxo,64,1.0,11485.9,PRT,69,54.0,Tinkoff,68,0.0,8902.0,PRT,352,61.0,Orica - Scott,155,1.0,10197.8,PRT,111,62.0,Mitchelton - Scott,45,0.0,10253.8,10,1.83,1,Czech Republic,0,0,11,4,R.Kreuziger
469,,,,,,,,,920,9.0,Team Colpack,-,1.0,1184.2,PRT,643,18.0,Team Colpack,-,3.0,2495.3,PRT,288,58.0,Bahrain - Merida,258,1.0,8365.8,12,,2,Ukraine,0,0,7,2,M.Padun
470,PROF,963,42.0,RusVelo,-,0.0,5714.4,PROF,548,54.0,Gazprom - RusVelo,-,0.0,7765.6,PROF,634,64.0,Gazprom - RusVelo,-,0.0,10187.9,PROF,423,60.0,Gazprom - RusVelo,-,0.0,8840.6,0,,0,Russia,0,0,2,1,A.Nych
471,PRT,149,54.0,IAM Cycling,118,0.0,8344.9,PRT,64,68.0,IAM Cycling,45,2.0,10602.3,PRT,270,88.0,Trek - Segafredo,122,0.0,13739.2,PRT,393,56.0,Trek - Segafredo,202,1.0,8760.4,5,,2,Colombia,0,0,3,0,J.Pantano
472,PRT,691,67.0,Tinkoff - Saxo,-,1.0,10862.5,PRT,515,68.0,Team Katusha,200,0.0,11183.2,PRT,798,73.0,Team Katusha - Alpecin,418,0.0,11960.1,PRT,231,86.0,Quick-Step Floors,240,0.0,13428.9,1,1.83,0,Denmark,0,0,3,0,M.Mørkøv
473,PRT,10,74.0,FDJ,10,5.0,11131.3,PRT,32,52.0,FDJ,16,5.0,7578.1,PRT,9,75.0,FDJ,22,4.0,12267.8,PRT,6,68.0,Groupama - FDJ,16,5.0,11243.9,11,1.80,3,France,2,0,11,8,T.Pinot
