,name,nation,age,height,team,year,stage,position,time_in_s,gc,gc_time_in_s,mount_jerseys,point_jerseys,sprint_jerseys,youth_jerseys,followers,total_wins,biker_sys_nr,team_sys_nr,n_tours,n_stages,avg_year,best_pos_ovr,avg_pos_ovr,worst_pos_ovr,best_time_ovr,avg_time_ovr,worst_time_ovr,best_gc_ovr,avg_gc_ovr,worst_gc_ovr,best_gc_time_ovr,avg_gc_time_ovr,worst_gc_time_ovr,n_top10_ovr,n_win_ovr,best_pos_ovr_l3,avg_pos_ovr_l3,worst_pos_ovr_l3,best_time_ovr_l3,avg_time_ovr_l3,worst_time_ovr_l3,best_gc_ovr_l3,avg_gc_ovr_l3,worst_gc_ovr_l3,best_gc_time_ovr_l3,avg_gc_time_ovr_l3,worst_gc_time_ovr_l3,n_top10_l3,n_win_l3,perc_top10_ovr,perc_win_ovr,2015_div,2015_fc_rank,2015_race_days,2015_team,2015_uci_rank,2015_wins,2015_year_km,2016_div,2016_fc_rank,2016_race_days,2016_team,2016_uci_rank,2016_wins,2016_year_km,2017_div,2017_fc_rank,2017_race_days,2017_team,2017_uci_rank,2017_wins,2017_year_km,2018_div,2018_fc_rank,2018_race_days,2018_team,2018_uci_rank,2018_wins,2018_year_km,date,stage_type,stage_type_code,dist,finish,temp,rel_humid,wind_dir,wind_speed,clouds_ovrl,visibility,y_label
2027,K.Hnik,Czech Republic,25.0,,Verva - ActiveJet,2016,5,89.0,24240.0,57.0,86637.0,1.0,0.0,0.0,0.0,0.0,2.0,8196,6567,1.0,6.0,2016.0,48.0,79.83333333333333,93.0,1988.0,14770.833333333334,24240.0,57.0,70.5,87.0,10879.0,52501.333333333336,88625.0,0.0,0.0,48.0,74.33333333333333,89.0,1988.0,15001.333333333334,24240.0,57.0,60.0,63.0,62397.0,79219.66666666667,88625.0,0.0,0.0,0.0,0.0,PROF,909.0,52.0,Cult Energy Pro Cycling,-,0.0,8620.7,PROF,552.0,42.0,Verva - ActiveJet Pro Cycling Team,-,0.0,6912.2,,1543.0,21.0,Topforex-Lapierre Pro Cy,-,0.0,3129.4,CONT,1531.0,32.0,Pardus Tufo - Prostejov,-,0.0,4963.4,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2028,L.Wisniowski,Poland,25.0,,Etixx - Quick Step,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,0.0,4.0,5.0,6557,6415,3.0,19.0,2017.1052631578948,10.0,126.05263157894737,999.0,10576.0,14517.894736842105,21442.0,23.0,133.3684210526316,999.0,10576.0,50413.63157894737,100516.0,1.0,0.0,101.0,109.33333333333333,115.0,12955.0,13510.666666666666,14259.0,107.0,118.66666666666667,126.0,64271.0,77660.66666666667,91485.0,0.0,0.0,0.05263157894736842,0.0,PRT,569.0,42.0,Etixx - Quick Step,-,0.0,6528.1,PRT,320.0,76.0,Etixx - Quick Step,-,0.0,12058.7,PRT,715.0,41.0,Team Sky,370,0.0,6962.2,PRT,360.0,44.0,Team Sky,114,0.0,6650.3,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2029,V.De La Parte,Spain,30.0,,CCC Sprandi Polkowice,2016,5,42.0,23031.0,41.0,85428.0,1.0,1.0,0.0,0.0,2.0,5.0,5395,10093,1.0,6.0,2016.0,10.0,63.333333333333336,95.0,1820.0,14541.333333333334,23031.0,31.0,65.83333333333333,92.0,10879.0,52070.333333333336,87248.0,1.0,0.0,10.0,45.666666666666664,85.0,1820.0,14542.333333333334,23031.0,31.0,47.0,69.0,62397.0,78357.66666666667,87248.0,1.0,0.0,0.16666666666666666,0.0,CONT,210,40.0,Team Vorarlberg,-,5.0,5974.7,PROF,265,57.0,CCC Sprandi Polkowice,-,0.0,9021.3,PRT,530,75.0,Movistar Team,180,0.0,11463.1,PRT,1187,82.0,Movistar Team,306,0.0,12261.9,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2030,F.Grossschartner,Austria,23.0,,CCC Sprandi Polkowice,2016,5,27.0,22371.0,24.0,84768.0,1.0,0.0,0.0,0.0,3.0,2.0,9302,10093,1.0,6.0,2016.0,23.0,56.166666666666664,90.0,1849.0,14436.166666666666,22371.0,24.0,56.666666666666664,93.0,10879.0,51855.166666666664,86617.0,0.0,0.0,23.0,44.666666666666664,84.0,1849.0,14332.0,22371.0,24.0,34.0,54.0,62397.0,77927.33333333333,86617.0,0.0,0.0,0.0,0.0,CONT,475,51.0,Team Felbermayr - Simplon Wels,-,2.0,7783.4,PROF,289,52.0,CCC Sprandi Polkowice,-,0.0,8224.2,PROF,234,65.0,CCC Sprandi Polkowice,-,0.0,10327.1,PRT,156,57.0,Bora - Hansgrohe,154,0.0,9090.6,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2031,P.Kennaugh,Great Britain,27.0,1.73,Team Sky,2016,5,95.0,24240.0,64.0,86637.0,0.0,1.0,0.0,0.0,4.0,10.0,714,10086,2.0,12.0,2017.0,31.0,172.83333333333334,999.0,1858.0,13640.333333333334,24240.0,51.0,165.66666666666666,999.0,10751.0,47534.0,88495.0,0.0,0.0,67.0,395.3333333333333,999.0,11761.0,13746.666666666666,16120.0,68.0,380.3333333333333,999.0,50069.0,62760.0,74783.0,0.0,0.0,0.0,0.0,PRT,312,56.0,Team Sky,157,1.0,8682.9,PRT,177,59.0,Team Sky,-,2.0,9103.1,PRT,927,55.0,Team Sky,177,1.0,8122.7,PRT,527,34.0,Bora - Hansgrohe,257,1.0,5021.0,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2032,S.Nikolaev,Russia,28.0,,Gazprom - RusVelo,2016,5,81.0,24240.0,77.0,87190.0,2.0,2.0,0.0,0.0,0.0,0.0,18406,10098,1.0,6.0,2016.0,73.0,102.83333333333333,162.0,1936.0,14854.5,24240.0,77.0,102.0,146.0,10879.0,52861.333333333336,89126.0,0.0,0.0,73.0,81.66666666666667,91.0,1936.0,14984.0,24240.0,77.0,88.33333333333333,111.0,62950.0,79755.33333333333,89126.0,0.0,0.0,0.0,0.0,CONT,312.0,54.0,Itera - Katusha,-,2.0,7251.2,PROF,1656.0,48.0,Gazprom - RusVelo,-,0.0,7432.5,PROF,2795.0,45.0,Gazprom - RusVelo,-,0.0,7093.6,,3865.0,2.0,Samara Region,-,0.0,160.6,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2033,J.Péraud,France,39.0,1.72,AG2R La Mondiale,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,0.0,1.0,4.0,1151,10072,1.0,5.0,2016.0,40.0,254.6,999.0,10879.0,16767.8,21442.0,51.0,260.4,999.0,10879.0,44711.8,83813.0,0.0,0.0,40.0,365.0,999.0,18776.0,20330.0,21442.0,51.0,370.6666666666667,999.0,43621.0,63277.0,83813.0,0.0,0.0,0.0,0.0,PRT,236.0,76.0,AG2R La Mondiale,-,2.0,11162.7,PRT,268.0,70.0,AG2R La Mondiale,115,0.0,10288.6,,,,,,,,,,,,,,,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2034,F.Bidard,France,24.0,,AG2R La Mondiale,2016,5,86.0,24240.0,61.0,86637.0,1.0,0.0,0.0,1.0,0.0,2.0,22267,10072,2.0,13.0,2016.5384615384614,23.0,56.53846153846154,98.0,1956.0,14355.307692307691,24240.0,21.0,49.30769230769231,101.0,10576.0,53222.692307692305,98026.0,0.0,0.0,23.0,29.666666666666668,36.0,10784.0,13783.666666666666,18081.0,21.0,23.0,26.0,67459.0,83675.0,98026.0,0.0,0.0,0.0,0.0,,1072,17.0,Chambery Cyclisme Formation,-,0.0,2645.3,PRT,1340,78.0,AG2R La Mondiale,-,0.0,12006.4,PRT,770,71.0,AG2R La Mondiale,286,0.0,11775.7,PRT,505,61.0,AG2R La Mondiale,202,0.0,10004.4,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2035,S.Minard,France,34.0,1.77,AG2R La Mondiale,2016,5,99.0,24240.0,58.0,86637.0,0.0,0.0,0.0,0.0,0.0,3.0,85,10072,1.0,6.0,2016.0,46.0,75.33333333333333,99.0,1900.0,14756.166666666666,24240.0,57.0,67.5,102.0,10879.0,52486.666666666664,88537.0,0.0,0.0,59.0,78.66666666666667,99.0,1900.0,14972.0,24240.0,57.0,57.333333333333336,58.0,62397.0,79190.33333333333,88537.0,0.0,0.0,0.0,0.0,PRT,1558.0,74.0,AG2R La Mondiale,-,0.0,12164.2,PRT,1096.0,62.0,AG2R La Mondiale,-,0.0,10098.9,,,,,,,,,,,,,,,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2036,A.Kolobnev,Russia,35.0,1.74,Gazprom - RusVelo,2016,5,999.0,21442.0,999.0,83813.0,1.0,0.0,0.0,1.0,0.0,8.0,262,10098,1.0,5.0,2016.0,49.0,258.0,999.0,10879.0,16767.8,21442.0,56.0,262.8,999.0,10879.0,44711.8,83813.0,0.0,0.0,49.0,371.3333333333333,999.0,18776.0,20330.0,21442.0,56.0,374.6666666666667,999.0,43621.0,63277.0,83813.0,0.0,0.0,0.0,0.0,PRT,1588.0,19.0,Team Katusha,-,0.0,3252.1,PROF,648.0,67.0,Gazprom - RusVelo,-,0.0,11055.4,,,,,,,,,,,,,,,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2037,R.Uran,Colombia,29.0,1.73,Cannondale - Drapac,2016,5,43.0,23031.0,38.0,85428.0,0.0,0.0,0.0,1.0,5.0,4.0,117,8434,1.0,6.0,2016.0,22.0,55.5,102.0,2046.0,14579.0,23031.0,38.0,55.5,105.0,10879.0,52108.0,87474.0,0.0,0.0,36.0,57.666666666666664,94.0,2046.0,14617.666666666666,23031.0,38.0,41.0,43.0,62397.0,78433.0,87474.0,0.0,0.0,0.0,0.0,PRT,21,71.0,Etixx - Quick Step,13,1.0,11366.4,PRT,49,58.0,Cannondale - Drapac Pro Cycling,32,0.0,9410.5,PRT,14,65.0,Cannondale - Drapac Pro Cycling,20,2.0,10518.5,PRT,43,59.0,Team EF Education First - Drapac,69,2.0,9339.1,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2038,D.Lozano Riba,Spain,28.0,,Team Novo Nordisk,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,0.0,0.0,2.0,6040,8462,2.0,12.0,2016.5833333333333,48.0,176.5,999.0,10576.0,15417.5,21514.0,44.0,170.91666666666666,999.0,10576.0,50477.25,99303.0,0.0,0.0,49.0,54.0,63.0,10873.0,14172.666666666666,18659.0,44.0,46.666666666666664,50.0,67658.0,84426.0,99303.0,0.0,0.0,0.0,0.0,PROF,1276.0,72.0,Team Novo Nordisk,-,0.0,11371.2,PROF,1131.0,68.0,Team Novo Nordisk,-,0.0,11369.3,PROF,1445.0,64.0,Team Novo Nordisk,-,0.0,9819.3,PROF,789.0,32.0,Team Novo Nordisk,-,1.0,4970.8,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2039,S.Petilli,Italy,23.0,,Lampre - Merida,2016,5,44.0,23031.0,44.0,85509.0,1.0,0.0,0.0,2.0,1.0,1.0,20378,6418,1.0,6.0,2016.0,44.0,88.83333333333333,114.0,1994.0,14583.833333333334,23031.0,44.0,82.5,107.0,10879.0,52153.333333333336,87503.0,0.0,0.0,44.0,69.33333333333333,87.0,1994.0,14600.333333333334,23031.0,44.0,60.0,92.0,62478.0,78496.66666666667,87503.0,0.0,0.0,0.0,0.0,CONT,193,56.0,Unieuro - Willier,-,2.0,8113.6,PRT,683,66.0,Lampre - Merida,-,0.0,11120.5,PRT,547,57.0,UAE Team Emirates,224,0.0,9667.4,PRT,915,35.0,UAE Team Emirates,387,0.0,4881.7,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2040,M.Woods,Canada,30.0,,Cannondale - Drapac,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,0.0,6.0,2.0,16569,8434,1.0,5.0,2016.0,98.0,313.0,999.0,10879.0,17099.8,21442.0,101.0,305.6,999.0,10879.0,45164.2,83813.0,0.0,0.0,177.0,453.6666666666667,999.0,19834.0,20883.333333333332,21442.0,155.0,439.3333333333333,999.0,44223.0,64031.0,83813.0,0.0,0.0,0.0,0.0,CONT,215,40.0,Optum p/b Kelly Benefit Strategies,-,3.0,6111.3,PRT,219,38.0,Cannondale - Drapac Pro Cycling,81,0.0,6291.5,PRT,59,82.0,Cannondale - Drapac Pro Cycling,71,0.0,12841.3,PRT,86,70.0,Team EF Education First - Drapac,55,1.0,11081.3,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2041,Y.Trofimov,Russia,32.0,1.69,Tinkoff,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,0.0,0.0,6.0,166,6427,1.0,5.0,2016.0,93.0,285.6,999.0,10879.0,16790.0,21442.0,95.0,284.4,999.0,10879.0,44756.2,83813.0,0.0,0.0,93.0,402.6666666666667,999.0,18776.0,20367.0,21442.0,95.0,400.3333333333333,999.0,43732.0,63351.0,83813.0,0.0,0.0,0.0,0.0,PRT,154,61.0,Team Katusha,78,0.0,9816.2,PRT,2047,62.0,Tinkoff,-,0.0,9686.5,PROF,1285,5.0,Caja Rural - Seguros RGA,-,2.0,542.9,CONT,-,11.0,RP - Boavista,-,0.0,1525.4,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2042,P.Roglic,Slovenia,27.0,,Team LottoNL-Jumbo,2016,5,26.0,22371.0,25.0,84768.0,2.0,1.0,0.0,0.0,13.0,8.0,18655,6425,1.0,6.0,2016.0,3.0,59.166666666666664,109.0,1778.0,14424.333333333334,22371.0,22.0,67.0,112.0,10879.0,51842.666666666664,86542.0,1.0,0.0,3.0,32.333333333333336,68.0,1778.0,14308.333333333334,22371.0,22.0,38.333333333333336,68.0,62397.0,77902.33333333333,86542.0,1.0,0.0,0.16666666666666666,0.0,CONT,245,50.0,Adria Mobil,-,5.0,7569.9,PRT,116,70.0,Team LottoNL-Jumbo,109,1.0,10598.9,PRT,27,70.0,Team LottoNL - Jumbo,27,6.0,10825.1,PRT,10,59.0,Team LottoNL - Jumbo,11,8.0,8523.3,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2043,J.Castroviejo,Spain,29.0,1.71,Movistar Team,2016,5,20.0,22149.0,19.0,84546.0,0.0,1.0,1.0,0.0,2.0,5.0,871,10081,1.0,6.0,2016.0,2.0,54.833333333333336,111.0,1761.0,14384.5,22149.0,17.0,63.833333333333336,114.0,10879.0,51765.5,86301.0,1.0,0.0,2.0,27.333333333333332,60.0,1761.0,14228.666666666666,22149.0,17.0,32.333333333333336,61.0,62397.0,77748.0,86301.0,1.0,0.0,0.16666666666666666,0.0,PRT,99,74.0,Movistar Team,196,0.0,11307.2,PRT,112,53.0,Movistar Team,146,1.0,7737.1,PRT,73,79.0,Movistar Team,125,1.0,11549.6,PRT,167,81.0,Team Sky,142,0.0,11841.5,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2044,G.Visconti,Italy,33.0,1.75,Movistar Team,2016,5,22.0,22271.0,21.0,84668.0,1.0,2.0,0.0,0.0,2.0,28.0,486,10081,2.0,13.0,2016.5384615384614,16.0,57.46153846153846,113.0,1837.0,14211.923076923076,22271.0,20.0,52.46153846153846,116.0,10576.0,52918.61538461538,98250.0,0.0,0.0,16.0,33.0,43.0,10784.0,13868.333333333334,18081.0,20.0,24.0,28.0,67429.0,83729.66666666667,98250.0,0.0,0.0,0.0,0.0,PRT,104.0,86.0,Movistar Team,133.0,0.0,14078.6,PRT,40.0,85.0,Movistar Team,92.0,2.0,14322.5,PRT,60.0,89.0,Bahrain - Merida,131.0,1.0,14813.2,PRT,117.0,58.0,Bahrain - Merida,132.0,3.0,9419.3,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2045,N.Denz,Germany,22.0,,AG2R La Mondiale,2016,5,19.0,22144.0,28.0,85131.0,1.0,1.0,0.0,0.0,2.0,4.0,16817,10072,2.0,13.0,2016.5384615384614,19.0,83.07692307692308,159.0,1887.0,14431.153846153846,22144.0,28.0,88.23076923076923,150.0,10576.0,53567.769230769234,100587.0,0.0,0.0,30.0,55.333333333333336,82.0,10784.0,14384.666666666666,18777.0,63.0,72.0,81.0,68217.0,85266.0,100587.0,0.0,0.0,0.0,0.0,,1110,39.0,Chambery Cyclisme Formation,-,0.0,6069.9,PRT,782,60.0,AG2R La Mondiale,-,0.0,9505.9,PRT,2161,57.0,AG2R La Mondiale,396,0.0,9448.4,PRT,342,62.0,AG2R La Mondiale,210,0.0,10568.3,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2046,J.Oram,New Zealand,23.0,,ONE Pro Cycling,2016,5,999.0,21442.0,999.0,83813.0,1.0,0.0,0.0,1.0,0.0,3.0,10962,10462,1.0,5.0,2016.0,72.0,280.6,999.0,10879.0,16767.8,21442.0,82.0,281.2,999.0,10879.0,44711.8,83813.0,0.0,0.0,72.0,386.0,999.0,18776.0,20330.0,21442.0,82.0,390.3333333333333,999.0,43621.0,63277.0,83813.0,0.0,0.0,0.0,0.0,CONT,469.0,55.0,Axeon Cycling Team,-,2.0,7764.9,PROF,691.0,58.0,ONE Pro Cycling,-,0.0,8880.6,CONT,569.0,35.0,ONE Pro Cycling,-,1.0,5039.2,CONT,820.0,38.0,ONE Pro Cycling,-,0.0,4936.4,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2047,A.Vermeulen,USA,22.0,,Team LottoNL-Jumbo,2016,5,76.0,24240.0,92.0,87884.0,0.0,0.0,0.0,0.0,1.0,1.0,16710,6425,1.0,6.0,2016.0,29.0,97.66666666666667,134.0,1857.0,14956.833333333334,24240.0,90.0,113.0,140.0,10879.0,53182.166666666664,89741.0,0.0,0.0,29.0,78.0,129.0,1857.0,15215.0,24240.0,90.0,107.33333333333333,140.0,63644.0,80423.0,89741.0,0.0,0.0,0.0,0.0,,1262.0,36.0,BMC Development Team,-,0.0,5410.6,PRT,1632.0,54.0,Team LottoNL-Jumbo,-,0.0,8068.0,PRT,975.0,60.0,Team LottoNL - Jumbo,123,0.0,9206.1,CONT,735.0,39.0,Interpro Stradalli Cycling,-,1.0,5787.5,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2048,Y.Barker,Great Britain,36.0,,ONE Pro Cycling,2016,5,96.0,24240.0,93.0,87884.0,0.0,0.0,0.0,0.0,0.0,1.0,8009,10462,1.0,6.0,2016.0,96.0,116.66666666666667,151.0,2302.0,15031.0,24240.0,93.0,114.83333333333333,141.0,10879.0,53256.333333333336,90186.0,0.0,0.0,96.0,110.66666666666667,139.0,2302.0,15363.333333333334,24240.0,93.0,109.66666666666667,141.0,63644.0,80571.33333333333,90186.0,0.0,0.0,0.0,0.0,CONT,1558.0,18.0,ONE Pro Cycling,-,0.0,3085.9,PROF,1131.0,47.0,ONE Pro Cycling,-,0.0,7885.7,,,,,,,,,,,,,,,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2049,L.Owsian,Poland,26.0,,CCC Sprandi Polkowice,2016,5,70.0,24240.0,69.0,86733.0,2.0,1.0,0.0,0.0,1.0,6.0,7771,10093,2.0,13.0,2017.076923076923,32.0,75.84615384615384,179.0,1940.0,13664.384615384615,24240.0,32.0,71.0,165.0,10751.0,50761.38461538462,88963.0,0.0,0.0,55.0,62.333333333333336,72.0,12096.0,13005.333333333334,13766.0,44.0,48.666666666666664,57.0,63101.0,75753.66666666667,88963.0,0.0,0.0,0.0,0.0,PROF,957,67.0,CCC Sprandi Polkowice,-,0.0,11236.5,PROF,607,65.0,CCC Sprandi Polkowice,-,1.0,10402.4,PROF,521,77.0,CCC Sprandi Polkowice,-,1.0,12112.6,PROF,238,62.0,CCC Sprandi Polkowice,-,3.0,9390.8,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2050,J.Mejias,Spain,33.0,,Team Novo Nordisk,2016,5,40.0,23031.0,43.0,85428.0,0.0,0.0,0.0,0.0,0.0,0.0,1948,8462,2.0,13.0,2016.5384615384614,40.0,82.76923076923077,126.0,1984.0,14402.461538461539,23031.0,41.0,73.92307692307692,127.0,10576.0,53355.153846153844,99820.0,0.0,0.0,42.0,77.33333333333333,112.0,11322.0,14355.0,19003.0,56.0,62.666666666666664,67.0,68077.0,84992.33333333333,99820.0,0.0,0.0,0.0,0.0,PROF,409.0,51.0,Team Novo Nordisk,-,0.0,8331.0,PROF,538.0,60.0,Team Novo Nordisk,-,0.0,9690.8,PROF,1347.0,49.0,Team Novo Nordisk,-,0.0,7557.1,,,,,,,,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2051,S.Paulinho,Portugal,36.0,1.72,Tinkoff,2016,5,72.0,24240.0,68.0,86698.0,1.0,0.0,2.0,0.0,2.0,1.0,88,6427,1.0,6.0,2016.0,44.0,95.66666666666667,125.0,1876.0,14762.333333333334,24240.0,59.0,93.83333333333333,128.0,10879.0,52523.333333333336,88574.0,0.0,0.0,44.0,73.33333333333333,104.0,1876.0,14964.0,24240.0,59.0,72.66666666666667,91.0,62458.0,79243.33333333333,88574.0,0.0,0.0,0.0,0.0,PRT,1610,57.0,Tinkoff - Saxo,-,0.0,9312.0,PRT,-,57.0,Tinkoff,-,0.0,8905.5,CONT,861,35.0,Efapel,-,0.0,5295.4,CONT,1531,30.0,Efapel,-,0.0,4342.6,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2052,S.Devolder,Belgium,37.0,1.82,Trek - Segafredo,2016,5,999.0,21442.0,999.0,83813.0,1.0,0.0,0.0,0.0,3.0,22.0,28,10088,1.0,5.0,2016.0,126.0,310.6,999.0,10879.0,17074.4,21442.0,121.0,308.2,999.0,10879.0,45113.4,83813.0,0.0,0.0,143.0,432.6666666666667,999.0,19834.0,20841.0,21442.0,134.0,430.3333333333333,999.0,44096.0,63946.333333333336,83813.0,0.0,0.0,0.0,0.0,PRT,316,79.0,Trek Factory Racing,-,0.0,12207.5,PRT,-,49.0,Trek - Segafredo,-,0.0,7654.6,PROF,1087,62.0,Veranda's Willems - Crelan,-,0.0,10905.1,PROF,1586,52.0,Verandas Willems - Crelan - Charles,-,0.0,8405.5,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2053,I.Konovalovas,Lithuania,31.0,,FDJ,2016,5,999.0,21442.0,999.0,83813.0,1.0,0.0,0.0,1.0,2.0,6.0,341,8437,1.0,5.0,2016.0,70.0,273.0,999.0,10879.0,16767.8,21442.0,78.0,277.8,999.0,10879.0,44711.8,83813.0,0.0,0.0,70.0,387.0,999.0,18776.0,20330.0,21442.0,78.0,386.3333333333333,999.0,43621.0,63277.0,83813.0,0.0,0.0,0.0,0.0,CONT,195.0,58.0,Team Marseille 13 - KTM,-,1.0,9179.7,PRT,1316.0,68.0,FDJ,-,0.0,11211.2,PRT,552.0,60.0,FDJ,290,1.0,9942.3,PRT,877.0,24.0,Groupama - FDJ,-,0.0,4267.4,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2054,C.Planet,France,23.0,,Team Novo Nordisk,2016,5,59.0,24240.0,100.0,88343.0,0.0,0.0,0.0,0.0,0.0,0.0,30361,8462,2.0,13.0,2016.5384615384614,25.0,104.3076923076923,170.0,1984.0,14791.307692307691,24240.0,92.0,126.53846153846153,168.0,10879.0,54470.0,101960.0,0.0,0.0,59.0,85.33333333333333,105.0,10873.0,14755.333333333334,19622.0,92.0,101.33333333333333,106.0,68567.0,86238.66666666667,101960.0,0.0,0.0,0.0,0.0,PROF,1488.0,55.0,Team Novo Nordisk,-,0.0,8684.2,PROF,1475.0,68.0,Team Novo Nordisk,-,0.0,11278.5,PROF,1735.0,64.0,Team Novo Nordisk,-,0.0,9834.0,PROF,1302.0,36.0,Team Novo Nordisk,-,0.0,5821.1,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2055,E.Battaglin,Italy,27.0,,Team LottoNL-Jumbo,2016,5,85.0,24240.0,67.0,86698.0,0.0,0.0,0.0,0.0,2.0,20.0,2312,6425,3.0,20.0,2017.05,3.0,65.2,145.0,1925.0,13925.85,24240.0,49.0,84.65,146.0,10751.0,52215.0,101087.0,4.0,0.0,3.0,39.666666666666664,66.0,12084.0,12935.333333333334,13568.0,49.0,51.333333333333336,53.0,63151.0,75729.66666666667,88803.0,1.0,0.0,0.2,0.0,PROF,362,70.0,Bardiani - CSF Pro Team,-,0.0,11368.8,PRT,430,67.0,Team LottoNL-Jumbo,220,0.0,10799.3,PRT,209,73.0,Team LottoNL - Jumbo,183,0.0,12362.0,PRT,135,73.0,Team LottoNL - Jumbo,100,1.0,11221.0,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2056,D.Bennati,Italy,36.0,1.84,Tinkoff,2016,5,56.0,24240.0,65.0,86683.0,0.0,12.0,0.0,0.0,2.0,12.0,129,6427,1.0,6.0,2016.0,9.0,67.83333333333333,143.0,1818.0,14750.166666666666,24240.0,53.0,96.66666666666667,141.0,10879.0,52511.333333333336,88501.0,1.0,0.0,9.0,27.0,56.0,1818.0,14944.666666666666,24240.0,53.0,68.33333333333333,87.0,62443.0,79209.0,88501.0,1.0,0.0,0.16666666666666666,0.0,PRT,432,73.0,Tinkoff - Saxo,182,1.0,11459.1,PRT,120,53.0,Tinkoff,127,3.0,8496.5,PRT,243,80.0,Movistar Team,184,0.0,13530.2,PRT,697,70.0,Movistar Team,-,0.0,10675.7,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2057,J.Marycz,Poland,29.0,,CCC Sprandi Polkowice,2016,5,69.0,24240.0,72.0,86817.0,0.0,0.0,0.0,0.0,0.0,8.0,1340,10093,1.0,6.0,2016.0,18.0,73.16666666666667,136.0,1840.0,14776.5,24240.0,32.0,58.5,100.0,10877.0,52565.666666666664,88657.0,0.0,0.0,19.0,69.33333333333333,120.0,1840.0,15012.666666666666,24240.0,66.0,79.33333333333333,100.0,62577.0,79350.33333333333,88657.0,0.0,0.0,0.0,0.0,PROF,1218.0,52.0,CCC Sprandi Polkowice,-,0.0,8510.5,PROF,866.0,54.0,CCC Sprandi Polkowice,-,0.0,8549.0,CONT,1380.0,29.0,Domin Sport,-,1.0,4166.3,CONT,1511.0,28.0,Wibatech Merx 7R,-,0.0,3853.0,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
